dataset,sweep,model,config,roc_mean,roc_std,pr_mean,pr_std,time_mean,time_std
spambase,Scoring_metric,IF,IF_score_density,0.7089429839173639,0.005535095206012044,0.5469803455991391,0.007484756755940605,0.01651132106781006,0.00028264504452381426
satellite,IF_depth_and_trees,IF,IF_t100_d8,0.6928670719501797,0.006012183009755137,0.6410304128589641,0.0023807953092210557,0.027835988998413087,0.0007226185854525714
satellite,IF_depth_and_trees,IF,IF_t200_d8,0.6871747731557136,0.003013013942451439,0.6380581043223165,0.0011734097292836038,0.06228702068328858,0.0012147111114152323
satellite,IF_depth_and_trees,IF,IF_t100_dNone,0.6954844510562546,0.0024236888937040906,0.6409574241137782,0.0019968061312031706,0.08707380294799805,0.0021107258075395525
satellite,IF_depth_and_trees,IF,IF_t200_dNone,0.705298991867682,0.0008487715345997319,0.6603205275674574,0.0008411666302017795,0.1711827278137207,0.0035747325546380718
satellite,IF_sample_size,IF,IF_s64,0.6768392173431093,0.0016791471884114477,0.6647876972478443,0.002026067696503685,0.029898428916931154,0.0004483248275260569
satellite,IF_sample_size,IF,IF_s128,0.7010875507069609,0.006220922081498324,0.6830279920842166,0.003922127269477102,0.029021501541137695,0.0006678200669634902
satellite,IF_sample_size,IF,IF_s256,0.6928670719501797,0.006012183009755137,0.6410304128589641,0.0023807953092210557,0.027811193466186525,0.0003845753938250216
satellite,IF_sample_size,IF,IF_s512,0.6965729731395465,0.002763959439865025,0.6480740115274052,0.003186171800066168,0.02764008045196533,0.0006082666114157724
satellite,Split_geometry_ndim,IF,ndim1_random,0.6928670719501797,0.006012183009755137,0.6410304128589641,0.0023807953092210557,0.02872910499572754,0.00046846980847993025
satellite,Split_geometry_ndim,EIF,ndim2_random,0.6949405696329448,0.0027651111338176143,0.6490372468105965,0.002774504908192515,0.08351919651031495,0.0012633255423348327
satellite,FCF_trees_and_samplesize,FCF,FCF_t100_s256,0.8172892370162712,0.0006164950340252459,0.72668059486713,0.0010702755909515985,0.11963984966278077,0.00439427047640448
satellite,FCF_trees_and_samplesize,FCF,FCF_t200_s256,0.8246342433157027,0.0004987630132324915,0.7355572562564778,0.0008881416561697484,0.264288330078125,0.02212029381370046
satellite,FCF_trees_and_samplesize,FCF,FCF_t200_s128,0.8372893955627528,0.0005956502584584571,0.7659916106901513,0.0013069766875080106,0.18597037792205812,0.0060447833816486204
satellite,FCF_trees_and_samplesize,FCF,FCF_t200_s512,0.8138807500454426,0.0008285315603797876,0.7020306381336796,0.001924191413467045,0.37084953784942626,0.013211944164984874
satellite,SCiF_ntry_and_range_penalty,SCiF,SCiF_ntry1_pen0,0.6116379090890008,0.0038604485114635857,0.6162809005168277,0.0029902808869216014,0.07841954231262208,0.0026297359975844814
satellite,SCiF_ntry_and_range_penalty,SCiF,SCiF_ntry10_pen0,0.608186095384243,0.005055958204521246,0.5889641309360776,0.003088771379569828,0.20785610675811766,0.0023783907415710326
satellite,SCiF_ntry_and_range_penalty,SCiF,SCiF_ntry10_pen1,0.610402954815146,0.004918500085511849,0.5910498520808585,0.003133263462426756,0.21056947708129883,0.005282255996244156
satellite,Scoring_metric,IF,IF_score_depth,0.6928670719501797,0.006012183009755137,0.6410304128589641,0.0023807953092210557,0.028444910049438478,0.00043977521870272563
satellite,Scoring_metric,IF,IF_score_density,0.8323585553244597,0.002007203927073778,0.7573837419851692,0.0020106768795731286,0.028779935836791993,0.0007256494713344064
pendigits,IF_depth_and_trees,IF,IF_t100_d8,0.9586523185383775,0.002474137036762279,0.2958377561296834,0.010555551384368653,0.03310976028442383,0.00033822599791501543
pendigits,IF_depth_and_trees,IF,IF_t200_d8,0.9624922664466901,0.00064081175851817,0.3134346371974682,0.0030218442561597975,0.07026221752166747,0.0010716795599762005
pendigits,IF_depth_and_trees,IF,IF_t100_dNone,0.9464846226407888,0.0032703386684832685,0.2741274784017163,0.011722578032571908,0.08032586574554443,0.0018649030312269332
pendigits,IF_depth_and_trees,IF,IF_t200_dNone,0.9500465445338099,0.0010153763009301034,0.27652733557637416,0.005888551405458807,0.17080750465393066,0.005662824018692143
pendigits,IF_sample_size,IF,IF_s64,0.9200889072202745,0.0032091190504895703,0.21572773039838186,0.006348738765361539,0.03659121990203858,0.0007870165881308303
pendigits,IF_sample_size,IF,IF_s128,0.9400792832428222,0.0007072687946543152,0.27215544126598595,0.011986730072934127,0.033830881118774414,0.00026668240865024203
pendigits,IF_sample_size,IF,IF_s256,0.9586523185383775,0.002474137036762279,0.2958377561296834,0.010555551384368653,0.032931971549987796,0.0005342431262449156
pendigits,IF_sample_size,IF,IF_s512,0.9416386922083972,0.0011494413499977072,0.2675213824702459,0.005842573657096751,0.032363295555114746,0.0004333887684082649
pendigits,Split_geometry_ndim,IF,ndim1_random,0.9586523185383775,0.002474137036762279,0.2958377561296834,0.010555551384368653,0.03269989490509033,0.0005383433658645417
pendigits,Split_geometry_ndim,EIF,ndim2_random,0.9510789739006897,0.0015538376976254157,0.22124443015959452,0.0060264415510746325,0.09334940910339355,0.002634429616614609
pendigits,FCF_trees_and_samplesize,FCF,FCF_t100_s256,0.9640159196627026,0.002162870435969176,0.24443820106328137,0.010499092604605425,0.128578519821167,0.0016221270034592963
pendigits,FCF_trees_and_samplesize,FCF,FCF_t200_s256,0.961129585710685,0.0007104192520991425,0.22953430561508853,0.001587678851183451,0.2563763618469238,0.007186507227485414
pendigits,FCF_trees_and_samplesize,FCF,FCF_t200_s128,0.9666599833489913,0.0009149249283363168,0.27413180324812103,0.0029017249945200783,0.19688196182250978,0.0022862303397339213
pendigits,FCF_trees_and_samplesize,FCF,FCF_t200_s512,0.9500899383607159,0.0007465219991721,0.19379235186839477,0.0021300259192857125,0.418660044670105,0.0037557471768268837
pendigits,SCiF_ntry_and_range_penalty,SCiF,SCiF_ntry1_pen0,0.9587941958250269,0.0010269620671212807,0.23468195560974453,0.004970856786304863,0.09225411415100097,0.0026054788640590544
pendigits,SCiF_ntry_and_range_penalty,SCiF,SCiF_ntry10_pen0,0.9767501699472207,0.0008246591758183704,0.4976931489602503,0.011432262977100314,0.1905773639678955,0.0037127264703166523
pendigits,SCiF_ntry_and_range_penalty,SCiF,SCiF_ntry10_pen1,0.9764494206518334,0.0008426258210483641,0.43819838594216237,0.008176505237341019,0.18964941501617433,0.0016144687832909505
pendigits,Scoring_metric,IF,IF_score_depth,0.9586523185383775,0.002474137036762279,0.2958377561296834,0.010555551384368653,0.03308196067810058,0.0004566358391582091
pendigits,Scoring_metric,IF,IF_score_density,0.9492934778457567,0.0010631115612111223,0.26292231647313924,0.0033186410285201834,0.03327319622039795,0.00069212188685699
annthyroid,IF_depth_and_trees,IF,IF_t100_d8,0.7962842070723927,0.0036670930733017255,0.2754587542684318,0.003449976218347987,0.02915318012237549,0.0002687141979104717
